Content Manifest for Depot 323911

Manifest ID / date     : 8103081664213196866 / 2016-02-02 01:35:19
Total number of files  : 6473
Total number of chunks : 10357
Total bytes on disk    : 4746202555
Total bytes compressed : 1985737152

          Size Chunks File SHA                                 Flags Name
         16719      1 95D43EF0F6B0D3BB53F4048F024C6143643D54CE     0 portal2_imported\models\props_bts\huge_fan_inner_rim_bg_default_lod0.vmesh_c
          4080      1 D587977D325544BE336A168EDB3B08E66F6AD758     0 portal2_imported\models\props_bts\huge_fan_rim.vmdl_c
         31828      1 EFDF1702959B43530874A311EEF549F304C1D4C7     0 portal2_imported\models\props_bts\huge_fan_rim.vphys_c
         59863      1 A233F0B56D343B63BE381A3218371835C414039E     0 portal2_imported\models\props_bts\huge_fan_rim_bg_default_lod0.vmesh_c
          4148      1 D00BC0E4EB4BE990E85A3AC96B6BEA6F5B986CDB     0 portal2_imported\models\props_bts\lab_pod_b_destroyed01.vmdl_c
        321902      1 516C3D0C6820B6ED9672D245FD0B4ADB6FEF5E2E     0 portal2_imported\models\props_bts\lab_pod_b_destroyed01_bg_body_lod0.vmesh_c
        192463      1 80B8976C19A07DDA4768DB6A1015CFAE2890FCD5     0 portal2_imported\models\props_bts\lab_pod_b_destroyed01_bg_body_lod1.vmesh_c
        138535      1 70A7CBBBE6C92A8A4945E7A4B46399E1BFBDF5C6     0 portal2_imported\models\props_bts\lab_pod_b_destroyed01_bg_body_lod2.vmesh_c
          4264      1 255716018B56882A604A277EFF64511EA11FF5A5     0 portal2_imported\models\props_bts\lamp_hanging.vmdl_c
         17932      1 38FBF82834E40CAE93DD064633B24EADC0F6AAE2     0 portal2_imported\models\props_bts\lamp_hanging.vphys_c
         42573      1 B4B5AC95D38C5910F978D8D7D6E5B9FB52220B72     0 portal2_imported\models\props_bts\lamp_hanging_bg_default_lod0.vmesh_c
          4384      1 0A199872D8D15D9987E467F9C012997DA99D123B     0 portal2_imported\models\props_bts\light_cage001a.vmdl_c
         17956      1 F3F8589A45BEC09C545A5FC7A7258DAA812F2C5B     0 portal2_imported\models\props_bts\light_cage001a.vphys_c
         30930      1 E8FD7B27EE921A75E6128957752C93F8BBD92F3B     0 portal2_imported\models\props_bts\light_cage001a_bg_body_lod0.vmesh_c
          4112      1 E8D063B3D5D37E1C28059445B4EE339E8CC9E865     0 portal2_imported\models\props_bts\light_hanging_1a.vmdl_c
         28652      1 3A8AABEB07A58D22BB0AF8955EB4C58732232F1C     0 portal2_imported\models\props_bts\light_hanging_1a.vphys_c
         26646      1 84F8A44420B2C729877FDF402ECB1E90BABE7C56     0 portal2_imported\models\props_bts\light_hanging_1a_bg_default_lod0.vmesh_c
          4440      1 E61CDEB4D590F19B5D09963640862331ACFB672C     0 portal2_imported\models\props_bts\pillar_64_vert_mid_01a.vmdl_c
         18892      1 FE797D100CD009EDB6A6D2A58383EEF4FEA1E6BE     0 portal2_imported\models\props_bts\pillar_64_vert_mid_01a.vphys_c
         27046      1 BF8760CD404B478B4E14B39DC520F49F9C80DA51     0 portal2_imported\models\props_bts\pillar_64_vert_mid_01a_bg_body_lod0.vmesh_c
          4440      1 20B4237EFA9DC9B2AC058744370EF2A818DD689D     0 portal2_imported\models\props_bts\pillar_64_vert_mid_02a.vmdl_c
         18892      1 B22921D860C57F1C059C6D23C74ADE984A39EAC4     0 portal2_imported\models\props_bts\pillar_64_vert_mid_02a.vphys_c
         42727      1 753D48C15359C4CFEC1B16288E3A43D3309FC6C5     0 portal2_imported\models\props_bts\pillar_64_vert_mid_02a_bg_body_lod0.vmesh_c
          4440      1 B0372F6E8057D3380CD036701098B6982B5B8889     0 portal2_imported\models\props_bts\pillar_64_vert_mid_03a.vmdl_c
         19336      1 C9FD59DAC411CFB40316040D1E560D4F3870910D     0 portal2_imported\models\props_bts\pillar_64_vert_mid_03a.vphys_c
         42618      1 F7F982725C34B98CEA2388F237E8C4F498B74AE3     0 portal2_imported\models\props_bts\pillar_64_vert_mid_03a_bg_body_lod0.vmesh_c
          4084      1 169A123A91E6500BA3C1E5982CB7B7F4D4FE6ABB     0 portal2_imported\models\props_bts\pressure_sphere.vmdl_c
         98635      1 1A883DA74FC55DCD99CD748330714F1359D161FB     0 portal2_imported\models\props_bts\pressure_sphere_bg_body_lod0.vmesh_c
         60922      1 CD870EA2BAD7B6BEDC01590B4FA661C4A6B33411     0 portal2_imported\models\props_bts\pressure_sphere_bg_body_lod1.vmesh_c
         37696      1 C5B8F5BABCA1496AAC572D895609553C89FD47F5     0 portal2_imported\models\props_bts\pressure_sphere_bg_body_lod2.vmesh_c
          3820      1 DA6695AF2AD5FC3DBC43DAB7DCBFEC2672A57097     0 portal2_imported\models\props_bts\roommover_mainbeam_256.vmdl_c
          5503      1 3E87082B10FB7901FEC8296944F76CD7B449D028     0 portal2_imported\models\props_bts\roommover_mainbeam_256_bg_default_lod0.vmesh_c
          3820      1 45BF4B5B397F9D98E4B5C189FDE8C4295F80D852     0 portal2_imported\models\props_bts\roommover_mainbeam_clamp.vmdl_c
         24067      1 754D4B81B8A0203094BA908AA9C0DC393196FB98     0 portal2_imported\models\props_bts\roommover_mainbeam_clamp_bg_default_lod0.vmesh_c
          3820      1 4573ACB92CA4516E2A97ABE818657ADCFE24EC3B     0 portal2_imported\models\props_bts\roommover_movebeam_256.vmdl_c
          3191      1 88EFDE2D4D73B1D7B080D4EABD203BB7FB646A26     0 portal2_imported\models\props_bts\roommover_movebeam_256_bg_default_lod0.vmesh_c
          3820      1 7ECAC6DC36FE9757B25541C3247834CD23368BBF     0 portal2_imported\models\props_bts\roommover_movebeam_front.vmdl_c
         23273      1 B8B18872E0BCD06E2CC04D57DA8A636152FF7498     0 portal2_imported\models\props_bts\roommover_movebeam_front_bg_default_lod0.vmesh_c
          3820      1 893DA3FE7EE2ECE65AB917ED65A3807F117FC791     0 portal2_imported\models\props_bts\scaffolding_system_01.vmdl_c
         11213      1 1C5A4A056BDB39BA86929EFB546FF700466E17AE     0 portal2_imported\models\props_bts\scaffolding_system_01_bg_default_lod0.vmesh_c
          3820      1 7DAEC986CEAB2FFD6529049948C253ABCE9BA9AA     0 portal2_imported\models\props_bts\scaffolding_system_06.vmdl_c
          4013      1 3A41453796DD7A0032CD9CBD1A65147C62F5AA28     0 portal2_imported\models\props_bts\scaffolding_system_06_bg_default_lod0.vmesh_c
          4208      1 1228D0B191B6E649A7DC0F0F8A1262DF709209EB     0 portal2_imported\models\props_bts\scaffolding_system_bars_512.vmdl_c
         20172      1 BB9453598173E838560E23683E7ACDF3F932222F     0 portal2_imported\models\props_bts\scaffolding_system_bars_512.vphys_c
         11034      1 7EDDCFB6D4249DC3EC577A99311336F2CCE7AC24     0 portal2_imported\models\props_bts\scaffolding_system_bars_512_bg_default_lod0.vmesh_c
          3852      1 92F6BB0D06282892116E2C6EDC3E9E7734495C55     0 portal2_imported\models\props_bts\silhouette_cable_cluster01.vmdl_c
         21218      1 BA4B529D31F9B0C5597398C1E9B1473DAAF3E7B1     0 portal2_imported\models\props_bts\silhouette_cable_cluster01_bg_default_lod0.vmesh_c
          3820      1 0A1184FAB5455756DA42051AEAA99333299DCF6B     0 portal2_imported\models\props_bts\silhouette_structure01.vmdl_c
         33153      1 44765B47E25EE247B0FB7AB0466D40E096EA6CAC     0 portal2_imported\models\props_bts\silhouette_structure01_bg_default_lod0.vmesh_c
          3820      1 E43A9228674BFB652D1E02688A2DC89D4E3B6956     0 portal2_imported\models\props_bts\silhouette_structure02.vmdl_c
         29139      1 868DE3CA86801176BD600251A91C7BEF5F779AEF     0 portal2_imported\models\props_bts\silhouette_structure02_bg_default_lod0.vmesh_c
          3820      1 BC2029C1D032ABCF66A4410FDE022FA0512244E6     0 portal2_imported\models\props_bts\silhouette_structure03.vmdl_c
         22756      1 C2DD2392E9621C56874AE0E7CF1A943BB4612DE3     0 portal2_imported\models\props_bts\silhouette_structure03_bg_default_lod0.vmesh_c
          3820      1 98C6810E17E4780434BB4CBD87343CAA939D8A31     0 portal2_imported\models\props_bts\silhouette_structure04.vmdl_c
         12454      1 F959C18DC75A1EA5170FBCEDAA276F62FD1B4BA4     0 portal2_imported\models\props_bts\silhouette_structure04_bg_default_lod0.vmesh_c
          3820      1 FFDE829445628272024CD99F3C77818F45BF417F     0 portal2_imported\models\props_bts\silhouette_structure05.vmdl_c
         21604      1 0F0D02AB4B62ED70379A435BEFD0E2E17BDFFBD4     0 portal2_imported\models\props_bts\silhouette_structure05_bg_default_lod0.vmesh_c
          3820      1 8169E79CA83EBEC30844B18C487B73FBA1BE6328     0 portal2_imported\models\props_bts\silhouette_structure06.vmdl_c
         24038      1 9DE89BBF3D82520446757B581A3E44CC53CB0464     0 portal2_imported\models\props_bts\silhouette_structure06_bg_default_lod0.vmesh_c
          3820      1 A71C58F8C537658ABD24FACA56342F15D98C78C9     0 portal2_imported\models\props_bts\silhouette_structure08.vmdl_c
         19530      1 61C80CB06977AB750D39DB7C501193EFDBAB05C7     0 portal2_imported\models\props_bts\silhouette_structure08_bg_default_lod0.vmesh_c
          4144      1 68E0B2F9464C83F9D47E284CEDB30C998CA0AB59     0 portal2_imported\models\props_bts\silhouette_window_01.vmdl_c
         20624      1 042B56446BB0C41B73AB937272FAECB18C5CAEE6     0 portal2_imported\models\props_bts\silhouette_window_01.vphys_c
         16187      1 AE67C7C21C4CFEA79F2A64B88257CBD6A0FA1064     0 portal2_imported\models\props_bts\silhouette_window_01_bg_default_lod0.vmesh_c
          4044      1 45F9B2A4EA184FB60422EA87D0912C8CF3B2A047     0 portal2_imported\models\props_bts\truss_1024.vmdl_c
         18080      1 B55875DEF927A3DC6FEB8FA181C6653BBB38A283     0 portal2_imported\models\props_bts\truss_1024.vphys_c
         70253      1 BA461032CBEF73BF02B8F4FA040307E3DA32641C     0 portal2_imported\models\props_bts\truss_1024_bg_body_lod0.vmesh_c
          4132      1 AC1E345607D5AA380BF82FFFA08261A5E7E547DA     0 portal2_imported\models\props_bts\truss_1024_cheap.vmdl_c
         18092      1 96D66C35F41FCB07BFD65DD396A77F776A9EFA7F     0 portal2_imported\models\props_bts\truss_1024_cheap.vphys_c
         43905      1 C7C214404FCAB4308C03A731E1795FA3227548F8     0 portal2_imported\models\props_bts\truss_1024_cheap_bg_body_lod0.vmesh_c
          5276      1 DCAD732A90326CA1E1CE9E6D4B999CA9BC738871     0 portal2_imported\models\props_bts\vactube_128_straight.vmdl_c
         22860      1 D7C094D6EEDD1DB0D7F4A660F59C1200876E2A3A     0 portal2_imported\models\props_bts\vactube_128_straight.vphys_c
          5308      1 5448EAE622A501FE114FB7E382371931AD2BAEC0     0 portal2_imported\models\props_bts\vactube_128_straight_b.vmdl_c
         22860      1 D7C094D6EEDD1DB0D7F4A660F59C1200876E2A3A     0 portal2_imported\models\props_bts\vactube_128_straight_b.vphys_c
         27096      1 E9D0B47A041B3BB40AA3A437C56E04D17BDEC94B     0 portal2_imported\models\props_bts\vactube_128_straight_bg_default_lod0.vmesh_c
         25016      1 AD6D7342236A8512C5F4395BA0EBAF3516345E20     0 portal2_imported\models\props_bts\vactube_128_straight_bg_default_lod1.vmesh_c
         14726      1 494D9E9AE29EEA94C13E1BDD059CDD6618ECF484     0 portal2_imported\models\props_bts\vactube_128_straight_bg_default_lod2.vmesh_c
         10041      1 827558B04476E3907ACAF38F3F11FA627804BFB3     0 portal2_imported\models\props_bts\vactube_128_straight_bg_default_lod3.vmesh_c
          8176      1 5B1F9C2E4226C5CAF6C7FF161E7B2D9FB058D6F1     0 portal2_imported\models\props_bts\vactube_128_straight_bg_default_lod4.vmesh_c
          7552      1 9D23FB31AC1E13FDAF3825C075A2044213727E0A     0 portal2_imported\models\props_bts\vactube_128_straight_bg_default_lod5.vmesh_c
         28776      1 04345041B7840556CDA767D6BF8ED117D7A44F37     0 portal2_imported\models\props_bts\vactube_128_straight_b_bg_default_lod0.vmesh_c
         26695      1 5D7E8717E3093DD322F05BD781F1DD4B5739FBE8     0 portal2_imported\models\props_bts\vactube_128_straight_b_bg_default_lod1.vmesh_c
         15841      1 D7C03D3048134FAEAA401E773ADA8E518D6B9F68     0 portal2_imported\models\props_bts\vactube_128_straight_b_bg_default_lod2.vmesh_c
         11158      1 E029EA3A16C44A5319C66086FC4F5399E39E3402     0 portal2_imported\models\props_bts\vactube_128_straight_b_bg_default_lod3.vmesh_c
          9288      1 EFBB4AF92BDF03CBD6ADBCA17E4F4B491CF40455     0 portal2_imported\models\props_bts\vactube_128_straight_b_bg_default_lod4.vmesh_c
          8666      1 C433CE0CE457445E1A84A013D6E1E5E31C6344EB     0 portal2_imported\models\props_bts\vactube_128_straight_b_bg_default_lod5.vmesh_c
          5212      1 C48FF2EDB220B59349980781705A42874F944276     0 portal2_imported\models\props_bts\vactube_90deg_01.vmdl_c
         31824      1 5479337D8D7E35CE1F1B48DE173F41036277E697     0 portal2_imported\models\props_bts\vactube_90deg_01.vphys_c
         28844      1 FBE50EB788CD65124FF0F22C3CB4928DF54A635C     0 portal2_imported\models\props_bts\vactube_90deg_01_bg_default_lod0.vmesh_c
         26764      1 7D4ECE11C1678D15F92362631F8105C81478D541     0 portal2_imported\models\props_bts\vactube_90deg_01_bg_default_lod1.vmesh_c
         25724      1 49CC96FA871EB367BED0058C4B1B96B4986383EE     0 portal2_imported\models\props_bts\vactube_90deg_01_bg_default_lod2.vmesh_c
         19826      1 D2C1FE4E53C2313C16039A3A784930C18BF475FB     0 portal2_imported\models\props_bts\vactube_90deg_01_bg_default_lod3.vmesh_c
         14270      1 28FA4A1AE73CCA3FB6826DCC1A297D058389AF07     0 portal2_imported\models\props_bts\vactube_90deg_01_bg_default_lod4.vmesh_c
         10950      1 1DCE03DB7C2C037F81CDD4E450DC628EAAF22D2E     0 portal2_imported\models\props_bts\vactube_90deg_01_bg_default_lod5.vmesh_c
          5376      1 12192DBFA7D7CC291B91F459681E24F88DBE41BC     0 portal2_imported\models\props_bts\vactube_90deg_02.vmdl_c
         31824      1 9590AD8A002B1A1A3ED363EF80D7B8439DCE8BFC     0 portal2_imported\models\props_bts\vactube_90deg_02.vphys_c
         32857      1 E06A09C09370E6D9A05D0598A56889A89571B40A     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod0.vmesh_c
         30779      1 AB677F7E62AF9125586B36C370E365060591689A     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod1.vmesh_c
         25289      1 96B33EEB25E5E9D6EA684A28C530BD224B375EE2     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod2.vmesh_c
         19815      1 D2CFE369025103938D69F2D94454843B9163636A     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod3.vmesh_c
         14991      1 F902D5D4782717CE6EA1F323180B7BDD5228A24E     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod4.vmesh_c
         10919      1 3436403A3B083643C32166FB1F2A021FDF5C5EEE     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod5.vmesh_c
          9684      1 AA51A8A6CF75194DAC02F750425F8966BE21C21C     0 portal2_imported\models\props_bts\vactube_90deg_02_bg_default_lod6.vmesh_c
          4560      1 9D7EF14365A5C3864C786675740BF467224A9F30     0 portal2_imported\models\props_bts\vactube_connector.vmdl_c
         34983      1 AF1E52E257BE38147B4583F444FA518B0749BE8F     0 portal2_imported\models\props_bts\vactube_connector_bg_default_lod0.vmesh_c
         22818      1 480B35D045358E9E1C893CECDF0BC5A8C2EC214B     0 portal2_imported\models\props_bts\vactube_connector_bg_default_lod1.vmesh_c
         17715      1 C29E702F5E763F544626BE9C853D0E5B0731A1E1     0 portal2_imported\models\props_bts\vactube_connector_bg_default_lod2.vmesh_c
         10251      1 22BFA8E5CF96F0EDC942A1CA0F40817D048B446B     0 portal2_imported\models\props_bts\vactube_connector_bg_default_lod3.vmesh_c
          5244      1 E32E2BC0EA405EB95A914A2994DAB3B125532831     0 portal2_imported\models\props_bts\vactube_crossroads.vmdl_c
         34896      1 2B40D64AD36733EC95F8AF745AECD79192A6268B     0 portal2_imported\models\props_bts\vactube_crossroads.vphys_c
         72320      1 DA9E80D0C1F3896BEF6B7ABDE96213C37224CC83     0 portal2_imported\models\props_bts\vactube_crossroads_bg_default_lod0.vmesh_c
         66078      1 E8C642E5700E278E6ABA4BB6CC7E43268587E30C     0 portal2_imported\models\props_bts\vactube_crossroads_bg_default_lod1.vmesh_c
         46351      1 5E42FB32254A2DF8D8E87913D37E6303BFDC50CF     0 portal2_imported\models\props_bts\vactube_crossroads_bg_default_lod2.vmesh_c
         28815      1 7D6388ABF4FF080BCB1AA8D3F8DBAF870E64B819     0 portal2_imported\models\props_bts\vactube_crossroads_bg_default_lod3.vmesh_c
         25070      1 28A54E8234ED99536483AB09C220F58DF1015C84     0 portal2_imported\models\props_bts\vactube_crossroads_bg_default_lod4.vmesh_c
         23200      1 1388F2B05058EA3EA71EB7F4171AD871E8E9C52F     0 portal2_imported\models\props_bts\vactube_crossroads_bg_default_lod5.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_factory
          4212      1 588EB2F7ADAC3F0E6ADCED151FAA2CD280FC4C3C     0 portal2_imported\models\props_factory\factory_panel_portalable_128x128.vagrp_c
          6398      1 5CC4B3E982E9778194D22197E8790AD1414FE395     0 portal2_imported\models\props_factory\factory_panel_portalable_128x128.vanim_c
          4904      1 474F57E42C3CD057F1F3C6D1741733AF2D4688FF     0 portal2_imported\models\props_factory\factory_panel_portalable_128x128.vmdl_c
         17920      1 2B5614DD745C90829EB8EB4AC162CED0384759A3     0 portal2_imported\models\props_factory\factory_panel_portalable_128x128.vphys_c
          6144      1 47205C5692A026844B08520B77E841B6E7F607BA     0 portal2_imported\models\props_factory\factory_panel_portalable_128x128.vseq_c
          3075      1 A60EB048CF07B11F102E6956A46EA0BE9CA005E0     0 portal2_imported\models\props_factory\factory_panel_portalable_128x128_bg_default_lod0.vmesh_c
          4128      1 07992EEF47A2CCF82A8A25B303BB994687233BAA     0 portal2_imported\models\props_factory\neurotoxin_tank.vmdl_c
         20004      1 095FAC63F4AFB36174A200746BBB389CBEF547F5     0 portal2_imported\models\props_factory\neurotoxin_tank.vphys_c
        196105      1 F49B320EF2E39167365372A1BA3961FAEE3119A1     0 portal2_imported\models\props_factory\neurotoxin_tank_bg_default_lod0.vmesh_c
          8884      1 D4A2C408F5E30E439F4DDECCC9813DC3BE852E00     0 portal2_imported\models\props_factory\turret_factory.vagrp_c
        323380      1 8760E7973B9124AA64254AF698042BE11718FB7F     0 portal2_imported\models\props_factory\turret_factory.vanim_c
          6760      1 F67AEC3EA139FF4887697DEE4BBEE05F36FD09D1     0 portal2_imported\models\props_factory\turret_factory.vmdl_c
          6336      1 5724493C3CCAE0E2DBDD0C71485397752F8F5EA8     0 portal2_imported\models\props_factory\turret_factory.vseq_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_factory\turret_factory_ajar
          4352      1 E6385E93159C35D56394BEB801EB2A83D12262FA     0 portal2_imported\models\props_factory\turret_factory_ajar\turret_factory_ajar.vmdl_c
         17920      1 427CD16EDEA0FDC31DB6AC8CAA003C9D1481A823     0 portal2_imported\models\props_factory\turret_factory_ajar\turret_factory_ajar.vphys_c
         64461      1 7C8E8DD67D1934B39B40927892D91A396CC20538     0 portal2_imported\models\props_factory\turret_factory_ajar\turret_factory_ajar_bg_default_lod0.vmesh_c
        449689      1 7E7600CBBDED06A867B40188BB54966D9A00E05B     0 portal2_imported\models\props_factory\turret_factory_bg_default_lod0.vmesh_c
          4380      1 997965D40EC625F8FBC74E65713C4CE7DBEA6AF9     0 portal2_imported\models\props_factory\turret_factory_closed.vmdl_c
         17968      1 19F57A66DF24E272980CF087AA38C84310F4527F     0 portal2_imported\models\props_factory\turret_factory_closed.vphys_c
         53465      1 3C2829BFF0980E91AD93E23495C0B6424DBD615A     0 portal2_imported\models\props_factory\turret_factory_closed_bg_body_lod0.vmesh_c
          9310      1 83D73A76E3D89F4B8109AB6B9DD11B78B9623FD3     0 portal2_imported\models\props_factory\turret_factory_closed_bg_body_lod1.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_gameplay
          4192      1 1B865E11A33CFA9E24F252440E01193343F31A15     0 portal2_imported\models\props_gameplay\industrial_elevator_a.vmdl_c
         21516      1 0593007950CB07D30817AB8E1627615EA1378ABC     0 portal2_imported\models\props_gameplay\industrial_elevator_a.vphys_c
         56148      1 0118A7000088FD82B12C074AE77D7544A0B0B24F     0 portal2_imported\models\props_gameplay\industrial_elevator_a_bg_default_lod0.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_lab
          4044      1 1ED7CF0B5DD401833E5A410D8B3FCBDCF5AAD5CA     0 portal2_imported\models\props_lab\window_192.vmdl_c
         20640      1 E04694D7767B484F8B50EFCD6AB4B70836914AE4     0 portal2_imported\models\props_lab\window_192.vphys_c
          4096      1 50F6773ABD399E60448CAFF35FC063F80A8EDFF6     0 portal2_imported\models\props_lab\window_192_a.vmdl_c
         20192      1 9C6F96182A41196E589189D6A7C43CC7989E15A6     0 portal2_imported\models\props_lab\window_192_a.vphys_c
         20102      1 4F6EB0E9F81C02A021FCE7730BA96A7AC09C6E62     0 portal2_imported\models\props_lab\window_192_a_bg_body_lod0.vmesh_c
         24036      1 0FDDA6AA3548D28F5EF99DBC1F64E860E307DE51     0 portal2_imported\models\props_lab\window_192_bg_body_lod0.vmesh_c
          4044      1 A65D6D481B2D9FAF4FAA8CB6E854ADDC363A5747     0 portal2_imported\models\props_lab\window_256.vmdl_c
         20192      1 0551CE8402B2CB57EF6C511BB27B252C3C231FD1     0 portal2_imported\models\props_lab\window_256.vphys_c
          4096      1 6B958FA5C43D4247FF8A00C0326CA6EE74A1C4AB     0 portal2_imported\models\props_lab\window_256_a.vmdl_c
         19744      1 AC2CC00D3BD2EF0424231EDB714AAD0B23FF7EDF     0 portal2_imported\models\props_lab\window_256_a.vphys_c
         29626      1 9163D83F0B18168DE8C197D326B5D02CE6E38CD7     0 portal2_imported\models\props_lab\window_256_a_bg_body_lod0.vmesh_c
         32763      1 CBED0F3C9C006374B3E767E4C6956D0FBF0D1828     0 portal2_imported\models\props_lab\window_256_bg_body_lod0.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_lights
          4100      1 182B71965FA5D49690C52AC11BAA27310BA42AF2     0 portal2_imported\models\props_lights\stage_light01.vmdl_c
        110478      1 878D72AD3F34A73FCF6BF496FB90D729684511D5     0 portal2_imported\models\props_lights\stage_light01_bg_body_lod0.vmesh_c
         56498      1 EE42F8CB7C3E060D271D3E51E862CC82CE289CDD     0 portal2_imported\models\props_lights\stage_light01_bg_body_lod1.vmesh_c
         28679      1 0377D5BA93B4FF8978E47D4924B10828DEB04F86     0 portal2_imported\models\props_lights\stage_light01_bg_body_lod2.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_office
          4492      1 54CBF54CAD949DCD1C3577BECE7E1E45E7D4BF23     0 portal2_imported\models\props_office\computer_cabinet01.vmdl_c
         17964      1 34D514174CCFBCD64D0DCF0E2D621B1279EB5C54     0 portal2_imported\models\props_office\computer_cabinet01.vphys_c
         49909      1 7189BC8D3F6F55C163695661A362B7A0CEC2C5A7     0 portal2_imported\models\props_office\computer_cabinet01_bg_body_lod0.vmesh_c
         36765      1 68DEACC76EAEF59CF83C554E5E54F2C504132246     0 portal2_imported\models\props_office\computer_cabinet01_bg_body_lod1.vmesh_c
         19489      1 18104B2E6574D2AD3CFD979B1A5DDB41A053D6FC     0 portal2_imported\models\props_office\computer_cabinet01_bg_body_lod2.vmesh_c
          4492      1 F2C36967835BDBD7B14DB1BFFCA0F965495E7E18     0 portal2_imported\models\props_office\computer_cabinet02.vmdl_c
         17964      1 E5034A6EB12A0D148B8D87C2742FC5A969ABF047     0 portal2_imported\models\props_office\computer_cabinet02.vphys_c
         61831      1 79F64DE3F3F06EABA8B18C8F02043161C8643593     0 portal2_imported\models\props_office\computer_cabinet02_bg_body_lod0.vmesh_c
         35163      1 F9CACAC142C77636E64E72E471B6C6BBE3348F7C     0 portal2_imported\models\props_office\computer_cabinet02_bg_body_lod1.vmesh_c
         17011      1 BA983321265C1971E9FC8C9D205F7CA4511745A9     0 portal2_imported\models\props_office\computer_cabinet02_bg_body_lod2.vmesh_c
          4456      1 385EB9D5E604BE984F9C3411AAFE83257F182E6B     0 portal2_imported\models\props_office\computer_tall01.vmdl_c
         17960      1 F93200100946A0F1BC674274B4E8BD524AE01859     0 portal2_imported\models\props_office\computer_tall01.vphys_c
         53269      1 DED0AF77C0ADDF0D47C878B1197D3C0BFC039CC6     0 portal2_imported\models\props_office\computer_tall01_bg_body_lod0.vmesh_c
         38762      1 69F11968603A5367A4687487010B936B49F5C27B     0 portal2_imported\models\props_office\computer_tall01_bg_body_lod1.vmesh_c
         20546      1 E1D9BC6B443ABF38BEB3679803277989BE1C9035     0 portal2_imported\models\props_office\computer_tall01_bg_body_lod2.vmesh_c
          3788      1 AD3AA875DE8632EF652B2303448B73202B25EFCC     0 portal2_imported\models\props_office\computer_tall02.vmdl_c
         67419      1 B67C08B876D03A6E1573186ADC66B7CD0C5E8191     0 portal2_imported\models\props_office\computer_tall02_bg_body_lod0.vmesh_c
          4292      1 C1520EA561C4AB14F0A0AD1F482D7788BB176CA5     0 portal2_imported\models\props_office\control_desk_r.vmdl_c
         20376      1 1EE2E519F4D06914B4F0F67B8389D517CEEB8B5A     0 portal2_imported\models\props_office\control_desk_r.vphys_c
        102998      1 D3CE27C44E8A9171F6D825D4021A767D1D567667     0 portal2_imported\models\props_office\control_desk_r_bg_body_lod0.vmesh_c
         48955      1 9F7D6CF69FA802656F147193685CD273AF384EA8     0 portal2_imported\models\props_office\control_desk_r_bg_body_lod1.vmesh_c
          4432      1 803D65AC23707D5F4C749D5D26118154CAF2CE03     0 portal2_imported\models\props_office\office_light002.vmdl_c
         18276      1 7D6C1D27F3E308872D0E5C8CCDCDD28ECDE8E969     0 portal2_imported\models\props_office\office_light002.vphys_c
          6301      1 17F66651D0F6B259DF874EA6F7030BEE8A04EF0A     0 portal2_imported\models\props_office\office_light002_bg_body_lod0.vmesh_c
             0      0 0000000000000000000000000000000000000000    64 portal2_imported\models\props_underground
          4228      1 03DEE7FBF0F150D38EFB0A97E3963AB7D9462CDA     0 portal2_imported\models\props_underground\aperture_sign_1940_01.vmdl_c
        130531      1 6E3E1F90C0D30559E9EBB553BC158BEAFBF289B1     0 portal2_imported\models\props_underground\aperture_sign_1940_01_bg_body_lod0.vmesh_c
         83311      1 80BD9DCE36AC688C31B9B0DCCE46234302757E57     0 portal2_imported\models\props_underground\aperture_sign_1940_01_bg_body_lod1.vmesh_c
         53229      1 5C9F7C36051D360A2E124FB9285AF58F34C96F4F     0 portal2_imported\models\props_underground\aperture_sign_1940_01_bg_body_lod2.vmesh_c
          4144      1 EBB00F5788211EEF29DD32ADF8414872F21265AC     0 portal2_imported\models\props_underground\tank_a_256x512.vmdl_c
         24436      1 07C4EB46787EEE253614AD4CBC34FF9A154F5413     0 portal2_imported\models\props_underground\tank_a_256x512.vphys_c
         38707      1 6A5565DFCAB889A0A9A24BC4289426530F642245     0 portal2_imported\models\props_underground\tank_a_256x512_bg_default_lod0.vmesh_c
          4144      1 7F170AF6FD8018D1C43F21CEE95D5D4996182F50     0 portal2_imported\models\props_underground\tank_a_384x768.vmdl_c
         24436      1 8746E9C0D776F59ED621DF37218175C1D1BCF1D1     0 portal2_imported\models\props_underground\tank_a_384x768.vphys_c
         33008      1 C1DE61DCB846076800376947F789475AAF31628B     0 portal2_imported\models\props_underground\tank_a_384x768_bg_default_lod0.vmesh_c
